,Formation,1,2,3,4,5,6,7,8,9,10,11
10712,5212,"[418.5, 456.0]","[642.5, 425.75]","[573.75, 350.75]","[480.75, 348.5]","[603.75, 338.75]","[563.25, 283.25]","[404.25, 277.5]","[113.75, 250.75]","[543.0, 219.75]","[434.0, 101.0]","[600.75, 33.0]"
10713,5212,"[420.5, 452.25]","[635.5, 447.5]","[594.5, 370.5]","[504.0, 326.0]","[597.5, 315.0]","[410.75, 278.75]","[535.0, 261.25]","[92.75, 251.0]","[606.5, 224.5]","[441.0, 97.75]","[605.25, 28.75]"
10714,5212,"[642.5, 469.0]","[420.5, 452.25]","[584.5, 396.75]","[607.25, 307.25]","[648.0, 280.5]","[392.0, 280.5]","[630.75, 265.75]","[99.75, 251.0]","[529.0, 248.5]","[434.0, 102.75]","[604.5, 22.25]"
10715,5212,"[647.75, 473.75]","[420.5, 452.25]","[635.5, 364.25]","[548.75, 312.0]","[661.75, 302.5]","[613.25, 284.75]","[416.0, 272.25]","[122.5, 251.5]","[603.75, 228.0]","[436.5, 98.75]","[605.25, 26.75]"
10716,5212,"[674.75, 470.5]","[434.25, 400.25]","[697.0, 312.0]","[567.75, 301.5]","[781.75, 266.75]","[666.0, 266.0]","[151.5, 252.0]","[732.5, 196.25]","[728.75, 198.75]","[799.75, 86.0]","[426.0, 46.5]"
10717,5212,"[695.0, 475.5]","[462.25, 360.0]","[720.75, 338.5]","[577.75, 297.75]","[679.75, 256.25]","[151.5, 252.0]","[735.5, 204.0]","[732.0, 208.0]","[737.0, 202.0]","[781.0, 117.25]","[426.0, 46.5]"
10718,5212,"[698.25, 474.25]","[729.25, 359.25]","[477.75, 338.5]","[582.75, 294.75]","[756.0, 271.75]","[151.5, 252.0]","[673.75, 248.5]","[470.25, 214.0]","[738.0, 204.0]","[770.75, 145.25]","[426.0, 46.5]"
10719,5212,"[697.75, 474.25]","[730.5, 377.25]","[488.0, 316.5]","[579.75, 294.0]","[741.5, 269.5]","[151.5, 252.0]","[665.0, 243.5]","[477.25, 212.25]","[738.5, 201.75]","[768.75, 173.25]","[426.0, 53.0]"
10720,5212,"[686.25, 470.5]","[724.5, 374.0]","[565.25, 297.75]","[479.5, 296.75]","[743.5, 268.25]","[151.5, 252.0]","[648.0, 242.5]","[480.5, 211.5]","[737.5, 203.75]","[767.25, 197.25]","[425.25, 72.75]"
10721,5212,"[666.0, 465.5]","[705.25, 366.5]","[541.5, 306.25]","[478.5, 295.0]","[732.25, 260.5]","[151.5, 252.0]","[623.5, 238.25]","[767.0, 218.5]","[474.5, 201.75]","[723.5, 197.5]","[425.5, 102.25]"
10722,5212,"[642.25, 455.5]","[682.5, 351.75]","[543.5, 315.0]","[466.25, 293.25]","[151.5, 252.0]","[718.0, 248.5]","[600.25, 235.5]","[761.0, 228.5]","[459.25, 196.25]","[706.25, 189.75]","[425.75, 130.75]"
10723,5212,"[593.25, 420.75]","[555.25, 321.75]","[666.0, 310.0]","[437.5, 291.75]","[151.25, 251.0]","[581.75, 232.5]","[750.25, 218.25]","[685.75, 213.0]","[434.75, 190.25]","[689.25, 175.25]","[425.25, 158.0]"
10724,5212,"[527.5, 408.25]","[565.0, 328.75]","[424.0, 290.5]","[654.25, 288.5]","[151.25, 251.0]","[572.5, 232.5]","[703.5, 218.25]","[425.25, 192.25]","[647.75, 172.75]","[677.0, 165.75]","[424.5, 162.25]"
10725,5212,"[445.75, 417.25]","[654.5, 325.25]","[536.5, 318.5]","[442.75, 292.5]","[129.25, 251.0]","[524.75, 243.5]","[673.25, 231.75]","[446.75, 200.0]","[421.0, 175.0]","[653.75, 167.75]","[578.0, 151.5]"
10726,5212,"[421.25, 420.0]","[644.0, 335.25]","[522.5, 326.0]","[452.75, 296.75]","[489.25, 260.5]","[89.75, 251.25]","[467.5, 207.25]","[626.25, 211.5]","[422.5, 190.25]","[622.5, 178.75]","[540.25, 157.75]"
10727,5212,"[449.0, 430.75]","[540.0, 355.25]","[648.75, 354.5]","[412.0, 354.0]","[526.5, 300.5]","[646.5, 261.25]","[100.75, 251.5]","[417.0, 242.75]","[565.0, 201.5]","[403.5, 148.0]","[616.25, 136.0]"
10728,5212,"[474.25, 430.0]","[550.75, 366.5]","[412.75, 363.5]","[649.25, 349.25]","[538.5, 287.5]","[644.5, 287.0]","[402.5, 261.0]","[107.0, 250.75]","[572.25, 222.75]","[398.5, 139.75]","[624.5, 115.0]"
10729,5212,"[504.75, 434.0]","[562.5, 380.5]","[412.75, 377.5]","[649.25, 349.0]","[642.25, 310.0]","[547.75, 281.75]","[407.75, 266.25]","[108.25, 250.25]","[569.5, 234.75]","[399.75, 134.5]","[629.75, 95.75]"
10730,5212,"[532.25, 440.5]","[415.75, 395.75]","[561.25, 379.0]","[646.5, 352.5]","[641.5, 311.25]","[546.0, 278.75]","[413.5, 265.0]","[108.5, 250.75]","[562.0, 231.0]","[411.25, 126.75]","[631.0, 83.75]"
10731,5212,"[598.0, 442.75]","[420.25, 425.0]","[644.25, 368.25]","[530.5, 361.5]","[636.0, 282.25]","[562.5, 282.5]","[413.75, 266.5]","[129.5, 251.0]","[610.25, 224.25]","[423.25, 106.5]","[643.5, 60.5]"
10732,5212,"[659.75, 430.25]","[420.0, 430.25]","[650.5, 360.5]","[524.25, 329.0]","[604.5, 290.0]","[414.75, 264.75]","[133.0, 250.5]","[651.5, 243.0]","[658.25, 212.75]","[422.25, 92.25]","[647.5, 57.5]"
10733,5212,"[624.25, 422.25]","[421.25, 388.25]","[642.5, 333.0]","[517.0, 299.5]","[693.0, 275.0]","[129.5, 251.0]","[424.25, 221.75]","[666.75, 191.5]","[639.5, 186.5]","[429.75, 119.25]","[588.5, 88.0]"
10734,5212,"[617.25, 429.5]","[422.25, 371.25]","[629.5, 315.75]","[516.5, 287.75]","[706.75, 253.75]","[129.25, 251.25]","[426.5, 213.5]","[619.0, 198.25]","[658.75, 170.25]","[435.5, 129.75]","[569.75, 96.75]"
10735,5212,"[426.25, 447.0]","[672.5, 444.0]","[658.5, 351.0]","[621.75, 331.75]","[444.25, 276.5]","[625.25, 252.25]","[132.25, 250.5]","[579.0, 201.25]","[653.75, 192.0]","[418.5, 101.25]","[594.25, 37.75]"
10736,5212,"[425.0, 457.0]","[683.75, 445.5]","[692.25, 372.0]","[614.25, 356.0]","[436.25, 287.25]","[634.5, 284.25]","[142.25, 250.25]","[565.5, 215.75]","[690.5, 170.25]","[418.5, 101.25]","[596.75, 33.5]"
10737,5212,"[425.25, 456.75]","[677.5, 451.75]","[717.0, 376.5]","[622.0, 365.75]","[433.0, 291.0]","[657.75, 284.25]","[151.5, 251.25]","[576.75, 219.0]","[717.75, 179.25]","[418.5, 101.25]","[606.5, 30.75]"
10738,5212,"[425.25, 456.75]","[684.5, 449.5]","[736.0, 386.25]","[639.0, 354.0]","[432.0, 292.5]","[688.5, 281.0]","[151.5, 251.25]","[601.0, 223.75]","[741.25, 191.75]","[418.5, 101.25]","[614.5, 33.0]"
10739,5212,"[425.25, 456.75]","[693.75, 444.25]","[754.75, 415.75]","[664.25, 345.5]","[432.0, 292.5]","[740.5, 289.0]","[151.5, 251.25]","[735.5, 234.0]","[644.75, 227.5]","[418.5, 101.25]","[638.25, 29.5]"
10740,5212,"[745.75, 469.5]","[425.25, 461.25]","[740.75, 438.25]","[647.0, 393.5]","[750.5, 299.5]","[432.0, 292.5]","[708.0, 276.25]","[151.5, 251.25]","[652.5, 219.0]","[418.5, 101.25]","[678.0, 25.5]"
10741,5212,"[802.75, 482.0]","[425.25, 461.5]","[714.5, 400.75]","[624.25, 396.75]","[755.75, 327.5]","[432.0, 292.5]","[739.0, 260.25]","[151.5, 251.25]","[718.75, 194.0]","[418.5, 101.25]","[687.5, 26.5]"
10742,5212,"[766.5, 480.75]","[425.25, 465.0]","[706.0, 415.0]","[622.25, 367.75]","[721.75, 294.25]","[432.0, 292.5]","[777.0, 263.5]","[151.5, 251.25]","[788.5, 200.75]","[418.5, 101.25]","[705.75, 24.0]"
10743,5212,"[781.75, 484.75]","[425.25, 465.0]","[697.25, 421.0]","[619.75, 373.25]","[432.0, 292.5]","[741.5, 287.75]","[764.0, 255.75]","[151.5, 251.25]","[779.0, 207.25]","[418.5, 101.25]","[703.75, 23.5]"
10744,5212,"[774.0, 483.75]","[771.25, 481.5]","[425.25, 465.0]","[688.5, 418.5]","[617.5, 372.5]","[432.0, 292.5]","[729.25, 276.25]","[151.5, 251.25]","[757.25, 226.5]","[418.5, 101.25]","[703.25, 23.25]"
10745,5212,"[769.25, 477.25]","[769.5, 478.25]","[425.25, 465.0]","[684.75, 422.25]","[629.75, 364.75]","[785.5, 296.75]","[432.0, 292.5]","[714.0, 283.0]","[151.5, 251.25]","[418.5, 101.25]","[703.25, 23.25]"
10746,5212,"[793.25, 479.5]","[425.25, 465.0]","[672.25, 363.0]","[611.75, 359.5]","[790.5, 293.75]","[432.0, 292.5]","[733.25, 274.75]","[151.5, 251.25]","[775.5, 225.75]","[418.5, 101.25]","[703.25, 23.25]"
10747,5212,"[810.75, 470.25]","[425.25, 465.0]","[619.5, 363.5]","[670.0, 319.25]","[799.75, 297.75]","[432.0, 292.5]","[711.25, 252.75]","[151.5, 251.25]","[807.0, 206.25]","[418.5, 101.25]","[703.25, 23.25]"
10748,5212,"[425.25, 465.0]","[821.0, 455.0]","[617.75, 363.5]","[667.25, 299.25]","[792.5, 294.25]","[431.75, 292.0]","[151.5, 251.25]","[708.0, 248.75]","[807.25, 208.25]","[418.5, 101.25]","[703.25, 23.25]"
10749,5212,"[425.0, 458.5]","[827.25, 448.5]","[609.5, 363.25]","[788.0, 304.25]","[440.75, 296.25]","[672.5, 294.0]","[151.5, 251.25]","[708.5, 246.5]","[793.0, 210.0]","[419.25, 110.75]","[698.75, 25.25]"
10750,5212,"[766.0, 441.0]","[563.0, 394.25]","[425.0, 373.0]","[665.5, 345.75]","[440.5, 329.75]","[707.0, 305.75]","[144.0, 251.0]","[675.0, 227.5]","[433.0, 204.5]","[699.75, 199.0]","[615.0, 53.75]"
10751,5212,"[524.5, 453.5]","[629.25, 449.5]","[414.25, 368.0]","[633.5, 362.75]","[546.25, 301.0]","[398.0, 299.25]","[108.25, 251.0]","[407.75, 230.5]","[611.0, 211.0]","[575.75, 188.0]","[479.5, 98.75]"
10752,5212,"[608.5, 450.25]","[507.75, 434.75]","[394.75, 376.5]","[618.0, 365.0]","[513.25, 294.5]","[375.75, 291.75]","[103.0, 251.0]","[396.25, 230.25]","[597.25, 208.5]","[548.75, 186.75]","[457.75, 108.0]"
10753,5212,"[583.5, 450.0]","[494.75, 411.75]","[373.75, 380.5]","[605.0, 366.5]","[482.75, 290.0]","[354.75, 289.25]","[99.75, 251.0]","[381.5, 232.75]","[584.75, 208.0]","[526.0, 184.75]","[443.75, 116.5]"
10754,5212,"[550.75, 447.0]","[481.75, 390.5]","[344.75, 376.0]","[593.25, 367.25]","[332.75, 299.0]","[455.0, 291.0]","[92.5, 251.0]","[361.0, 236.75]","[569.75, 208.0]","[503.5, 185.0]","[426.5, 124.5]"
10755,5212,"[518.25, 444.75]","[317.0, 373.5]","[471.5, 374.25]","[585.25, 367.25]","[319.25, 308.5]","[436.25, 298.75]","[86.75, 250.75]","[337.5, 232.0]","[554.75, 208.75]","[483.25, 184.25]","[405.25, 134.5]"
10756,5212,"[465.5, 439.25]","[300.5, 373.0]","[555.0, 361.5]","[446.75, 354.0]","[408.5, 308.25]","[302.75, 308.25]","[106.5, 251.0]","[516.75, 226.5]","[302.5, 214.5]","[458.0, 177.0]","[357.5, 149.0]"
10757,5212,"[437.25, 432.25]","[292.5, 368.5]","[547.5, 359.5]","[440.0, 345.0]","[402.0, 301.5]","[297.5, 299.0]","[101.0, 250.75]","[501.0, 249.75]","[284.75, 206.0]","[455.25, 171.0]","[333.5, 154.25]"
10758,5212,"[408.0, 426.75]","[542.5, 362.25]","[290.5, 363.0]","[434.25, 344.0]","[401.0, 293.25]","[294.0, 293.75]","[487.25, 277.5]","[99.75, 250.75]","[282.5, 194.5]","[449.5, 169.75]","[309.25, 160.0]"
10759,5212,"[386.0, 426.75]","[531.5, 364.0]","[290.75, 354.75]","[424.25, 349.25]","[404.5, 296.75]","[468.5, 295.75]","[291.0, 280.25]","[86.75, 250.75]","[283.25, 200.0]","[442.25, 170.5]","[288.25, 163.5]"
10760,5212,"[367.0, 433.25]","[522.5, 365.0]","[405.25, 351.25]","[288.25, 343.25]","[443.0, 301.75]","[405.75, 297.0]","[288.5, 283.0]","[72.0, 254.75]","[284.75, 213.25]","[431.25, 172.75]","[286.25, 152.75]"
10761,5212,"[281.75, 429.5]","[501.5, 354.25]","[324.75, 323.25]","[257.0, 316.5]","[424.5, 281.25]","[291.75, 265.75]","[344.5, 262.5]","[250.25, 262.0]","[41.5, 249.0]","[289.75, 171.5]","[390.0, 156.0]"
10762,5212,"[250.0, 414.0]","[492.5, 344.75]","[323.75, 324.0]","[221.5, 290.5]","[425.75, 258.5]","[264.5, 256.25]","[52.75, 244.75]","[303.75, 241.25]","[226.75, 238.25]","[255.25, 205.25]","[365.0, 133.0]"
10763,5212,"[120.5, 380.75]","[401.5, 309.25]","[237.0, 301.25]","[106.0, 290.75]","[17.5, 236.5]","[95.5, 213.5]","[401.0, 210.5]","[177.75, 197.25]","[86.75, 172.5]","[100.0, 113.25]","[212.25, 106.0]"
10764,5212,"[129.25, 385.0]","[382.0, 305.0]","[214.75, 300.5]","[94.75, 286.75]","[18.5, 236.5]","[89.0, 204.25]","[385.25, 199.0]","[178.25, 180.25]","[97.75, 162.75]","[201.5, 100.5]","[136.0, 94.25]"
10765,5212,"[132.0, 389.5]","[375.25, 304.75]","[216.0, 293.75]","[106.5, 290.75]","[21.25, 235.75]","[87.75, 226.5]","[380.75, 195.25]","[165.5, 175.0]","[114.5, 158.25]","[198.75, 102.25]","[153.75, 87.75]"
10766,5212,"[132.75, 386.0]","[371.0, 302.75]","[107.25, 294.0]","[206.75, 286.75]","[90.25, 258.25]","[13.75, 235.75]","[366.0, 182.25]","[174.5, 175.0]","[119.0, 131.75]","[214.75, 107.25]","[134.75, 51.75]"
10767,5212,"[133.75, 374.75]","[371.0, 302.75]","[97.5, 292.25]","[208.0, 286.75]","[94.25, 257.25]","[13.5, 235.25]","[355.0, 174.5]","[161.0, 173.5]","[100.5, 166.0]","[219.75, 108.25]","[121.5, 21.75]"
10768,5212,"[132.25, 373.25]","[370.0, 301.25]","[105.0, 291.0]","[206.75, 284.75]","[93.75, 248.75]","[12.5, 227.0]","[97.25, 173.5]","[350.0, 168.75]","[162.5, 165.5]","[210.5, 107.75]","[127.75, 13.5]"
10769,5212,"[126.25, 367.5]","[366.25, 297.75]","[114.5, 289.25]","[199.75, 280.5]","[91.0, 240.25]","[13.0, 219.5]","[91.75, 178.0]","[342.0, 163.25]","[163.5, 157.0]","[203.25, 104.25]","[135.5, 11.5]"
10770,5212,"[51.75, 299.5]","[160.5, 245.5]","[11.75, 230.0]","[296.25, 227.0]","[52.25, 218.5]","[52.75, 164.75]","[136.75, 164.5]","[52.0, 110.75]","[275.5, 101.25]","[184.75, 82.75]","[52.25, 28.5]"
10771,5212,"[63.25, 298.5]","[160.5, 245.5]","[296.5, 226.75]","[12.25, 226.0]","[54.25, 214.5]","[143.0, 167.75]","[51.75, 164.0]","[52.75, 110.25]","[275.75, 101.5]","[184.75, 82.75]","[52.25, 28.5]"
10772,5212,"[74.75, 305.0]","[160.25, 250.25]","[295.5, 230.5]","[14.0, 226.25]","[59.5, 212.5]","[143.0, 172.5]","[60.25, 169.5]","[60.75, 112.5]","[275.25, 106.0]","[178.5, 76.25]","[59.75, 28.75]"
10773,5212,"[74.75, 308.5]","[160.0, 255.5]","[295.5, 236.5]","[14.0, 226.0]","[62.0, 225.75]","[144.75, 182.5]","[75.5, 171.5]","[67.75, 116.75]","[276.5, 111.5]","[160.0, 60.25]","[79.0, 31.25]"
10774,5212,"[95.5, 357.0]","[142.25, 264.75]","[303.0, 253.75]","[105.0, 245.25]","[28.5, 233.75]","[110.0, 212.5]","[152.0, 167.75]","[93.75, 134.0]","[299.25, 130.5]","[184.0, 66.75]","[101.0, 47.25]"
10775,5212,"[98.5, 362.25]","[150.0, 270.25]","[106.5, 260.25]","[305.25, 258.5]","[29.5, 238.0]","[116.75, 216.75]","[166.75, 162.25]","[97.5, 151.25]","[303.75, 133.25]","[188.5, 70.75]","[99.75, 59.0]"
10776,5212,"[107.5, 370.75]","[101.5, 295.5]","[168.0, 269.75]","[310.25, 269.25]","[31.5, 242.75]","[139.25, 225.75]","[110.0, 195.75]","[181.75, 182.0]","[303.25, 136.5]","[182.25, 81.5]","[102.0, 78.25]"
10777,5212,"[106.25, 348.0]","[186.25, 305.5]","[331.0, 294.5]","[121.75, 277.75]","[124.75, 255.75]","[32.0, 244.75]","[196.5, 208.25]","[101.5, 203.75]","[320.25, 158.25]","[183.5, 122.0]","[114.25, 84.25]"
10778,5212,"[154.75, 372.75]","[319.75, 342.25]","[232.25, 287.25]","[137.5, 286.0]","[29.25, 265.0]","[120.5, 250.0]","[369.5, 200.75]","[248.5, 183.25]","[248.5, 183.0]","[131.25, 158.75]","[157.25, 57.25]"
10779,5212,"[184.25, 377.75]","[316.5, 351.0]","[312.25, 353.75]","[224.0, 298.5]","[137.75, 298.25]","[29.25, 265.0]","[135.25, 257.5]","[374.25, 216.5]","[274.0, 194.0]","[145.5, 146.75]","[183.0, 51.5]"
10780,5212,"[217.75, 387.0]","[327.0, 357.75]","[210.75, 315.0]","[143.25, 315.0]","[151.75, 266.0]","[29.0, 265.0]","[387.0, 236.0]","[278.5, 214.25]","[319.25, 196.5]","[160.75, 139.75]","[211.5, 46.0]"
10781,5212,"[269.0, 394.5]","[250.25, 393.75]","[330.75, 357.5]","[148.5, 335.5]","[163.25, 270.5]","[25.75, 267.5]","[402.75, 259.0]","[304.0, 230.0]","[355.0, 196.75]","[178.5, 134.25]","[239.75, 40.75]"
10782,5212,"[327.0, 408.0]","[172.25, 397.25]","[333.5, 375.5]","[264.0, 335.75]","[417.0, 308.75]","[171.25, 276.25]","[336.0, 264.75]","[30.0, 262.5]","[459.25, 196.25]","[186.0, 122.5]","[331.5, 47.75]"
10783,5212,"[208.5, 427.0]","[387.25, 413.0]","[345.75, 372.25]","[433.0, 336.75]","[294.5, 321.25]","[191.5, 274.25]","[377.0, 265.5]","[30.0, 262.5]","[504.5, 197.75]","[215.0, 116.25]","[388.5, 35.0]"
10784,5212,"[270.25, 457.25]","[482.25, 442.5]","[416.75, 357.25]","[366.25, 348.75]","[488.75, 325.5]","[229.25, 281.75]","[472.5, 268.25]","[71.0, 254.25]","[527.75, 204.75]","[268.25, 112.25]","[445.75, 28.25]"
10785,5212,"[294.0, 460.75]","[516.5, 448.75]","[385.0, 366.75]","[451.25, 349.5]","[519.75, 317.5]","[252.0, 289.5]","[513.75, 270.75]","[91.75, 251.5]","[556.0, 206.0]","[291.0, 111.5]","[460.25, 31.5]"
10786,5212,"[340.75, 467.75]","[564.0, 465.25]","[564.5, 467.5]","[425.5, 393.25]","[515.25, 348.75]","[582.0, 308.25]","[308.0, 287.5]","[575.0, 274.5]","[108.25, 250.25]","[338.5, 111.0]","[503.25, 25.5]"
10787,5212,"[584.5, 474.75]","[367.0, 471.25]","[443.0, 402.75]","[535.75, 358.75]","[603.5, 327.75]","[334.0, 286.5]","[584.25, 274.25]","[114.25, 250.75]","[573.0, 209.75]","[362.75, 110.25]","[529.0, 21.0]"
10788,5212,"[600.75, 475.25]","[602.0, 473.75]","[388.5, 472.75]","[450.25, 408.25]","[539.25, 368.25]","[357.5, 286.0]","[593.5, 274.0]","[118.25, 250.75]","[570.75, 214.5]","[384.0, 110.5]","[555.5, 19.25]"
10789,5212,"[400.75, 474.75]","[606.0, 470.25]","[453.25, 413.5]","[639.0, 374.0]","[535.25, 372.0]","[379.5, 286.25]","[604.5, 273.0]","[119.25, 250.75]","[573.75, 212.0]","[399.0, 111.5]","[577.0, 19.0]"
10790,5212,"[409.0, 476.25]","[622.5, 470.75]","[458.25, 417.5]","[536.25, 371.75]","[537.25, 372.75]","[396.25, 285.75]","[625.25, 277.5]","[104.0, 251.5]","[582.25, 210.25]","[414.25, 115.25]","[596.75, 16.5]"
10791,5212,"[414.25, 476.75]","[648.5, 470.5]","[462.75, 417.0]","[632.5, 365.0]","[542.5, 362.25]","[643.5, 297.5]","[402.25, 285.75]","[102.75, 251.0]","[573.75, 210.25]","[423.75, 118.75]","[612.5, 16.5]"
10792,5212,"[414.5, 477.0]","[694.75, 457.25]","[484.5, 414.25]","[685.5, 347.75]","[632.75, 344.0]","[576.5, 333.0]","[407.75, 285.25]","[129.5, 251.0]","[594.25, 213.0]","[424.75, 116.25]","[631.0, 18.25]"
10793,5212,"[414.5, 477.0]","[721.75, 469.0]","[657.0, 395.5]","[555.25, 377.5]","[624.25, 338.5]","[424.25, 288.0]","[696.75, 262.0]","[113.0, 250.75]","[612.5, 226.0]","[445.75, 102.75]","[678.5, 34.75]"
10794,5212,"[686.75, 474.25]","[444.0, 462.0]","[569.5, 414.25]","[647.0, 412.75]","[669.25, 311.5]","[439.25, 288.0]","[682.5, 271.0]","[115.5, 250.75]","[580.0, 249.75]","[438.5, 105.75]","[681.5, 29.5]"
10795,5212,"[682.25, 478.5]","[442.75, 459.5]","[649.0, 412.25]","[558.25, 410.75]","[671.0, 307.75]","[442.0, 286.0]","[681.0, 256.0]","[125.5, 250.75]","[576.75, 245.0]","[434.25, 106.5]","[681.5, 29.5]"
10796,5212,"[434.5, 456.25]","[722.5, 454.5]","[591.25, 366.75]","[797.0, 329.25]","[708.25, 309.0]","[428.5, 286.0]","[151.5, 251.25]","[801.75, 235.5]","[670.25, 200.5]","[436.25, 106.5]","[690.0, 31.5]"
10797,5212,"[444.5, 442.5]","[770.5, 429.0]","[572.25, 363.0]","[812.0, 337.75]","[433.5, 302.25]","[742.75, 291.75]","[151.5, 251.25]","[782.5, 236.0]","[722.5, 178.25]","[434.25, 126.0]","[678.5, 36.25]"
10798,5212,"[438.5, 419.0]","[787.25, 418.25]","[560.75, 343.5]","[803.25, 333.75]","[432.5, 323.0]","[735.5, 298.75]","[151.5, 251.25]","[760.0, 230.5]","[718.25, 181.0]","[437.0, 149.0]","[660.5, 41.0]"
10799,5212,"[814.5, 415.25]","[433.75, 395.0]","[803.75, 347.5]","[438.75, 337.0]","[554.75, 330.25]","[742.5, 312.25]","[151.5, 251.25]","[751.0, 234.25]","[723.75, 189.5]","[442.0, 172.25]","[653.5, 58.75]"
10800,5212,"[710.5, 456.5]","[619.5, 438.75]","[479.25, 428.75]","[707.0, 427.25]","[699.5, 396.75]","[430.0, 335.0]","[478.75, 265.25]","[722.5, 252.75]","[137.5, 251.5]","[618.5, 244.25]","[522.75, 130.5]"
10801,5212,"[530.5, 460.0]","[549.0, 411.25]","[451.75, 404.5]","[639.5, 390.25]","[663.75, 353.25]","[518.5, 348.75]","[388.25, 327.5]","[424.25, 260.25]","[93.0, 251.5]","[608.75, 213.75]","[421.25, 140.5]"
10802,5212,"[465.5, 461.75]","[510.0, 402.0]","[621.0, 387.75]","[448.0, 388.0]","[363.0, 330.75]","[651.0, 327.5]","[479.0, 320.5]","[85.0, 250.75]","[418.75, 246.75]","[552.5, 199.0]","[397.0, 132.0]"
10803,5212,"[440.75, 458.5]","[616.75, 384.0]","[493.25, 376.25]","[423.25, 377.0]","[642.75, 316.75]","[358.75, 314.25]","[457.0, 310.5]","[85.0, 250.75]","[437.0, 245.0]","[533.75, 187.5]","[389.25, 130.5]"
10804,5212,"[417.5, 448.75]","[612.75, 377.75]","[401.25, 360.0]","[636.0, 303.25]","[451.75, 294.25]","[355.75, 293.0]","[494.5, 249.5]","[88.5, 251.75]","[443.25, 236.5]","[519.5, 172.75]","[375.5, 126.5]"
10805,5212,"[395.25, 442.0]","[608.5, 373.75]","[441.0, 366.0]","[377.0, 350.25]","[625.75, 288.25]","[342.5, 287.5]","[450.25, 274.25]","[92.75, 251.0]","[428.25, 231.0]","[505.5, 161.5]","[357.0, 129.25]"
10806,5212,"[367.0, 439.25]","[594.0, 372.0]","[441.75, 345.75]","[342.0, 340.0]","[324.0, 297.75]","[434.5, 283.25]","[592.25, 261.25]","[85.5, 250.75]","[385.25, 226.0]","[486.0, 172.25]","[336.75, 135.0]"
10807,5212,"[351.0, 442.5]","[582.25, 370.75]","[434.0, 346.75]","[329.5, 336.0]","[316.75, 293.5]","[419.75, 282.5]","[85.5, 250.75]","[572.75, 245.0]","[362.5, 228.25]","[475.0, 185.0]","[333.25, 131.25]"
10808,5212,"[330.5, 439.75]","[572.5, 369.5]","[420.5, 344.0]","[316.0, 332.25]","[310.25, 291.0]","[413.0, 278.0]","[85.5, 250.75]","[342.75, 237.75]","[551.25, 226.5]","[462.0, 199.75]","[332.25, 122.0]"
10809,5212,"[300.5, 435.0]","[550.5, 366.5]","[399.5, 339.75]","[288.5, 325.25]","[410.5, 282.0]","[294.0, 275.0]","[78.75, 250.25]","[426.25, 235.5]","[302.25, 221.0]","[518.25, 195.5]","[312.25, 116.25]"
10810,5212,"[281.75, 436.0]","[532.75, 358.5]","[267.75, 322.0]","[348.5, 309.5]","[361.5, 259.5]","[284.5, 252.75]","[67.5, 245.5]","[410.5, 207.0]","[267.0, 191.0]","[497.25, 175.75]","[296.25, 98.75]"
10811,5212,"[266.25, 420.25]","[520.75, 348.5]","[244.75, 310.5]","[339.25, 305.75]","[56.25, 245.25]","[257.0, 235.0]","[348.0, 210.25]","[398.75, 177.75]","[252.75, 172.75]","[484.25, 166.0]","[284.0, 78.75]"
10812,5212,"[260.0, 420.75]","[506.0, 341.75]","[340.25, 306.25]","[249.25, 295.75]","[419.0, 246.5]","[38.5, 246.25]","[249.75, 239.25]","[246.5, 168.75]","[391.0, 168.25]","[473.25, 165.75]","[274.75, 74.75]"
10813,5212,"[249.25, 424.5]","[480.75, 335.5]","[343.5, 318.5]","[248.25, 300.75]","[246.0, 253.0]","[46.5, 249.5]","[321.5, 224.25]","[242.75, 190.75]","[371.75, 176.25]","[452.5, 167.0]","[261.5, 71.75]"
10814,5212,"[249.5, 424.75]","[474.5, 338.0]","[334.75, 322.75]","[242.25, 314.5]","[242.5, 261.5]","[59.0, 253.75]","[304.25, 242.75]","[234.75, 213.5]","[362.25, 173.5]","[449.75, 172.25]","[255.25, 74.75]"
10815,5212,"[209.0, 428.75]","[265.75, 379.5]","[158.25, 357.75]","[436.5, 354.75]","[247.0, 327.0]","[243.0, 301.75]","[158.25, 307.25]","[29.5, 264.5]","[280.75, 213.25]","[415.75, 192.25]","[179.75, 168.0]"
10816,5212,"[206.0, 429.25]","[256.75, 375.25]","[230.5, 352.5]","[429.0, 357.0]","[154.25, 358.0]","[231.5, 325.75]","[166.25, 288.5]","[27.25, 272.0]","[268.0, 228.25]","[409.25, 194.5]","[174.25, 168.5]"
10817,5212,"[201.75, 436.75]","[207.5, 394.75]","[237.5, 397.5]","[160.0, 384.75]","[413.25, 360.0]","[212.5, 354.0]","[157.0, 281.75]","[22.25, 273.0]","[251.5, 239.75]","[395.5, 196.75]","[162.0, 150.25]"
10818,5212,"[195.75, 440.0]","[169.5, 402.75]","[229.75, 395.75]","[141.75, 382.5]","[399.25, 362.25]","[200.25, 330.25]","[19.5, 275.0]","[123.0, 255.25]","[242.5, 210.25]","[381.75, 199.0]","[140.5, 178.25]"
10819,5212,"[171.25, 439.25]","[198.0, 441.5]","[221.75, 395.25]","[134.75, 378.75]","[392.25, 362.75]","[176.75, 324.75]","[18.5, 266.0]","[110.5, 245.25]","[233.75, 200.75]","[375.75, 200.5]","[129.75, 168.75]"
